Sentence,Polarity,Subjectivity
Which Minister will resign  MartinPakulaMP  LisanevilleMP or JennyMikakos for this fiasco ? Or will Andrews ? He will hide behind this inquiry for months At quarantine hotels in Sydney each FLOOR has 1 nswpolice 1 ADF & private security  no wonder they’ve had no break outs https:twittercom9NewsMelbstatus1278439450910044161 …,-0.2,0.5375
 pictwittercomsaMJ44LQOD,0.0,0.0
These cowboys missed the deadline for constructing the park they were obligated to on the site of the Corkman  Dick Wynne never appealed when their fines for knocking down the Corkman were halved by the County Court  These individuals got away with the heist of the century,-0.15555555555555559,0.2888888888888889
These cowboys have also used seriously dangerous highly 🔥 cladding at an apartment complex in Hawthorn   My message to rwynnemp - go after these shocking people - use the significant powers of the VBA and the state govt & throw the book at them https:wwwgooglecomauampsampninecomauarticle68766890-1e1b-4682-b78d-6627eaee135b …,-0.273,0.743
Luke I completely agree with you  how are the Corkman Cowboys allowed to continue to remain in business? I’ve asked your mate rwynnemp about this - no answer   These cowboys illegally knocked down an historic pub then dumped asbestos near a child care centre   Shocking people https:twittercomlhilakaristatus1278083015017558017 …,-0.2425925925925926,0.4314814814814815
Will the responsible Minitser JennyMikakos  LisanevilleMP or MartinPakulaMP be sacked ? The gang of 8 has failed Victorians are pariahs because of this incompetence Who will be taking responsibility for the decision to use bouncers- you know like at a pub - & not the ADF? https:twittercomtminearstatus1277837625064185856 …,-0.15,0.42500000000000004
Victorians have become pariahs in their own country because of the failures of Victoria’s inept Labor government and the panicked leadership of Chairman Dan 🤦🏻‍♂️ https:twittercom3AW693status1277817215350267905 …,0.6,1.0
Hi QandA - I’m wondering why you didn’t disclose that this questioner Marg D’Arcy is the former Labor candidate for Kooyong in 2016 and Kew in 2018 ? This was relevant information that would explain her attack on the ScottMorrisonMP & JoshFrydenberg Coalition government https:twittercomQandAstatus1277578059831341058 …,0.2,0.45
Where are the new clearways going ? How many carparks will be lost for local traders ? I remember when Labor did this in 2010 it didn’t end well https:twittercomjodilee_7status1277385470737932288 …,0.21212121212121213,0.3181818181818182
Really looking forward to talking with BenFordhamLive on 2GB873 after the 6AM news ,0.2,0.2
Not a single Minister from the Andrews Labor Govt was out to answer questions today Pathetic and gutless I’ve been critical of the Deputy CHO in the past  but Victoria’s largest increase for months should have been announced with the Health Minister to answer questions too https:twittercomalicialoxleystatus1276740779671605250 …,-0.3035714285714286,0.5660714285714286
I couldn’t care less about your thoughts or your strange analogy about running through Wuhan without any clothes on🤦🏼‍♀️I do care very much about the facts you quoted;30% leave quarantine without being tested in VIC compared to 2% in NSW This is very bad as you correctly point out,-0.21666666666666662,0.3358333333333333
Victoria is a national embarrassment   Victorian Health Minister JennyMikakos   is completely out of her depth She is a lazy and hopeless minister who is failing the entire nation  Read this 👎 so so bad 🤬🤦🏻‍♂️ https:twittercomdrvyomstatus1276689332816900101 …,-0.21249999999999997,0.6729166666666666
In NSW the govt will detain you in quarantine for an extra 10 days if  you refuse a test - in Victoria there are no consequences for refusing a test🤦🏼‍♀️  Andrews has focussed on all the wrong issues  instead of cafes  how about making sure everyone who is sick is kept isolated?,-0.17857142857142858,0.6865079365079365
Chairman Dan was tough on golf  fishing  and getting children back to school Totally irrelevant in stopping the spread of the virus 🦠  So I can’t believe the Andrews Labor government didn’t force quarantined travellers to get tested for Covid-19🤦🏼‍♀️🤷‍♂️🤬 https:twittercomTheTodayShowstatus1276656469082083328 …,-0.2962962962962963,0.6111111111111112
Mate  go to bed You’re a fool My support for the Jewish community has never been questioned,0.0,0.0
I’ve been to Israel 🇮🇱 5 times  I am one of the biggest supporters of the Australian Jewish community 🇦🇺🔯 and Israel🇮🇱  I smash neo-Nazis You’re really messed up Alex  please stop,0.06666666666666667,0.06666666666666667
You’re a very disturbed kid Go to bed,0.2,0.3
I’m no Catholic  a less than ideal Protestant actually  who has been to synagogue more than church in the last 2 years I’m not sure what you’re trying to say  basically I think your family has relevance deprivation & it would be best  for your old man’s legacy  if you shut up,0.2314814814814815,0.3580246913580247
Omg even mummy LucyTurnbull_AO is liking your rubbish  you have no mates  you’re a flog  thank goodness mummy backs you up It’s all too funny for words 😂 you lot really are quite odd  and your moment has passed 👋bye bye,0.09444444444444444,0.48333333333333334
You’re a seriously strange and sick little man ,-0.3172619047619048,0.5023809523809524
lol 😂 how’s it going embarrassing daddy  you strange freak of a kid flog just shut up and go back pretending you have a business not just MT’s trust fund,0.25,0.2833333333333333
So was I  until Andrews rescinded his request this afternoon ,0.0,0.0
Labor are so preoccupied with themselves they’ve made Victoria the laughing stock of 🇦🇺  Victorians are not welcome in NSW & banned from every other state because this Labor govt has spent the last week fighting themselves and not Covid   Victorian Labor is a national disgrace pictwittercomayA4LG0Dip,-0.15625,0.36041666666666666
Chairman Dan’s government is a farce Why not bring in the ADF to fix up hotel quarantine stuff ups?   Victoria is now Corona stuff up capital of Australia 🇦🇺   Hotel quarantine🤦🏻‍♂️ Cedar Meats outbreak🤦🏼‍♀️ No fines at that ridiculous protest🤷‍♂️  Labor has completely stuffed this up https:twittercom9NewsMelbstatus1276064301325996032 …,-0.21111111111111114,0.6333333333333333
Looking forward to talking with Pete Stefanovic on SkyNewsAust very soon ,0.2,0.3
Great piece Pearson disgraced himself with those comments https:twittercomJMasanauskasstatus1275194277908213760 …,0.8,0.75
Daniel Andrews has disappeared today He announced a major cabinet reshuffle after 3 Ministers lost their jobs because of corruption allegations   The Labor Party are imploding and Dan’s panicking   As AlboMP said-“if you can’t govern the party  how can you govern the state” pictwittercomtMdsWOevHM,0.0625,0.5
Compared with Andrews’ language on golf and fishing his message on the protest was pathetically weak VictoriaPolice never threatened fines in the lead up to it(for attendees) the protest changed the public mindset  it showed the rules weren’t being applied equally to everyone,-0.125,0.3138888888888889
1 of the protesters worked at H&M Northland “Deputy CHO Dr Annaliese van Diemen said it was possible the worker acquired the virus at the protest”   Another Covid case from H&M Northland today   That irresponsible protest  HAS   quite possibly spread the virus 🦠,0.0,1.0
 pictwittercomXBuxpB3ccz,0.0,0.0
 pictwittercom0VS2TxilQ3,0.0,0.0
1 of the protesters worked at H&M Northland “Deputy CHO Dr Annaliese van Diemen said it was possible the worker acquired the virus at the protest”   That irresponsible protest where almost no illegal protester was fined  HAS quite possibly spread the virus 🦠 https:twittercomrwillinghamstatus1274880104791814146 …,0.08333333333333333,0.8333333333333334
Good morning everyone  Really looking forward to talking with BenFordhamLive on 2GB873 after the 6am news ,0.44999999999999996,0.4
No mate  the government lied  it will never admit that protest caused this disaster As a concerned citizen you should be questioning government  not simply accepting their spin,0.0,0.35714285714285715
Chairman Dan is a mega foolHe let 10 000 hooligans protest without sanctionThis did 1 of 2 things It spread the virus &or secondly it signaled to everyone else this virus is no big deal  he’s letting these protesters get on the bongs why can’t the rest of us get on the🍺? https:twittercomDanielAndrewsMPstatus1274649387726024704 …,0.0,0.05
Really looking forward to talking with RitaPanahi  rowandean and pwafork on SkyNewsAust Outsiders very soon ,0.2,0.25
Good to see ShaunLeaneMP liked my tweet I think he’s ‘confused ’ and probably should retire for the evening pictwittercombLiH6a6Jcr,0.29999999999999993,0.7000000000000001
You have proven this analysis from the theheraldsun   about you  from 2016 💯% accurate with your ‘confused’ contribution this evening pictwittercomlNicVWEGIh,2.7755575615628914e-17,0.6666666666666667
Chairman Dan has blamed Victorian family gatherings “getting on the beers” for a spike in Covid-19 What about 10 000 illegal protesters “getting on the bongs?”Dan’s hypocrisy of not applying the law equally has resulted in further pain for everyone who has done the right  thing https:twittercomtheagestatus1274217283964080133 …,-0.053571428571428575,0.4464285714285714
And Chairman Dan let 10 000 people illegally go protesting 2 weeks ago  coincidence much ? https:twittercom3AW693status1274191777327546368 …,-0.15,0.35
 pictwittercomAvodG87cYu,0.0,0.0
Yes,0.0,0.0
Thanks 304 followers 😂👍,0.2,0.2
And you say horrible things about Jewish people ,-0.5,0.5
Bevan has no hair  no friends   no followers He’s a tool Sod off mate,0.0,0.0
Well said Dom https:twittercomtalkRADIOstatus1273525908465426432 …,0.0,0.0
In 2016 J_C_Campbell made this observation about ShaunLeaneMP   “The suspicion was that Jennings had put him up to it  given the widespread view that Leane’s head is a vase in which Jennings arranges the flowers”  Who does the 🌷 arranging now ? https:wwwgooglecomauampsampheraldsuncomaunewsvictoriavictorias-special-minister-of-state-highly-intelligent-to-some-sneaky-to-othersnews-storyeac46eb6be6c5ad7579d78b1cf9084c3 …,0.0,0.0
Victorian taxpayers    The clown 🤡 pictured below is about to become a Minister in Chairman Dan’s regime   His name is Shaun Leane  He will be paid a base salary of $352 000  I’m sure this must reassure everyone that this corrupt government is in good hands pictwittercomXmCUXIO4um,-0.025000000000000022,0.8722222222222222
A low grub - this Byrne fellow will be gone by tomorrow The whole tawdry  sick   brutal underbelly of modern Labor is on display for the nation to see Extraordinary revelations by fergusonjw https:twittercom9NewsMelbstatus1273247200026320896 …,-0.14265873015873018,0.6428571428571428
At least SA’s state government led by great bloke marshall_steven isn’t corrupt ,0.0,0.7166666666666667
I am sure Twiggy will be over the moon with this  https:twittercomrachelbaxendalestatus1273152762889543682 …,0.5,0.8888888888888888
This was worse  https:twittercom10newsfirstadlstatus1273073932422180864?s=21 … https:twittercom10NewsFirstAdlstatus1273073932422180864 …,-0.4,0.6
Absolutely ridiculous 🤦🏼‍♀️ https:twittercomtheheraldsunstatus1273103345742499845 …,-0.3333333333333333,1.0
Chairman Dan and his coup  great analysis by J_C_Campbell https:twittercomJ_C_Campbellstatus1273042374382346240 …,0.8,0.75
Well said I’m going to buy a year’s supply of Coon cheese 🧀 too,0.0,0.0
Does Victoria Police and IBAC have jurisdiction to investigate a federal MP’s office ?,0.0,0.0
When asked by BenFordhamLive on 2GB873 AlboMP said he hadn’t spoken to AnthonyByrne_MP about how cctv from his electorate office ended up with 60Mins - has a federal MP’s office been bugged? Or has this MP or his staff leaked video of nefarious activity in his own office? https:twittercomgregbrown_TheOzstatus1272704070587842560 …,0.6,1.0
Drive-by political machine gunning of Somyurek by various forces within federal and state Labor this is absolute 🥇 from fergusonjw  https:wwwtheaustraliancomaucommentaryadem-somyurek-branch-stacking-sacking-scandal-internal-war-to-smother-victorian-alpnews-storyaeb7aca7ebeef7718ade925ef13eaa2 …,0.06666666666666667,0.5
Thanks 103 followers lol 😂,0.5,0.44999999999999996
AlboMP lied on abc730 He knows which MP’s CCTV was leaked to 60Mins So does everyone else  it was AnthonyByrne_MP If Albo has any decency or genuine interest in getting to the bottom of these deplorable revelations then he should refer this extraordinary leak to the AFP pictwittercombQds0T2dRI,0.04444444444444445,0.7999999999999999
Let’s see what fantasies BrendanDonohoe7 comes up with tomorrow to spin the corrupt Labor government he works for out of this debacle,-0.5,1.0
You’re seriously wondering what side of the fence BrendanDonohoe7 is on ? It’s been obvious for years  https:twittercomheidimurstatus1272438773796626432 …,-0.16666666666666666,0.5833333333333333
"Victoria is miles behind NSW TABs opened & you could have a 🍺 without food weeks ago Today the NSW govt announced it will scrap the limit of 50 people at cafes & restaurants on July 1 with the number of people allowed limited by the rule of ""one person per 4 square metres""",-0.2357142857142857,0.4214285714285714
"The NSW govt announced it will scrap the limit of 50 people at cafes & restaurants on July 1 with the number of people allowed to be limited by the rule of ""one person per 4 square metres"" Because of Chairman Dan’s rules Victoria’s hospitality sector is being left behind by NSW https:twittercomvicchamberstatus1272008108382937088 …",-0.15714285714285714,0.2809523809523809
Don’t worry everyone - you must continue to work from home - but  10 000 people can illegally gather and go protesting  Only 3 protesters were fined  This is becoming a joke 😡🤦🏼‍♀️🤷🏼 https:twittercomDanielAndrewsMPstatus1272003515179659265 …,-0.016666666666666663,0.7833333333333333
Anti-Israel  anti-Jew protests in Paris Just horrendous https:twittercomHillelNeuerstatus1271949648270409730 …,0.0,0.0
Anti-racist they say but anti-Israel and anti-Jew Horrendous and terrifying https:twittercomHillelNeuerstatus1271950321737183234 …,-1.0,1.0
Despicable antisemitic grubs the lot of them,0.0,0.0
The anti-Jew  anti-Israel  hateful underbelly of the hard left is on show for the world to see in France Shame on these awful people Shame on them https:twittercomHillelNeuerstatus1271939980286472197 …,-0.4305555555555556,0.5138888888888888
Just to clarify the logic of this Labor Govt full of wowsers They have allowed 10 000 people to completely ignore their Covid rules and protest and only fined 3 people  but decent law abiding Victorians are still banned from a punt at their local TAB 🤷‍♂️,0.12333333333333332,0.5233333333333333
So Vic punters have to wait another week with more business disappearing over the borderNSW allowed a punt at a TAB weeks ago  why can’t they be opened now? Why is Vic so far behind NSW? Let me guess  it’s the VictorianCHO advice ? But where is the science  there is none https:twittercomMartinPakulaMPstatus1271962852316733442 …,0.06666666666666665,0.7333333333333334
Thanks Chairman Dan  That’s so good of you FYI you could have a beer weeks ago in NSW but don’t worry 😉 thousands of people could protest in Melbourne and only three of them were fined   Victoria is a national embarrassment https:twittercom7NewsMelbournestatus1271962372018597888 …,0.3,0.6
PM slams extremist attack on Howard and Abbott statues http:wwwheraldsuncomaunewsvictorianews-story061da1ecead13da0eb5230c8bd8b5ae6 …,0.0,0.0
Those that vandalised Churchill’s statue; attempting to erase history  in 🇦🇺 & around the world  are deluded History is to be learnt from For those who wish to understand their past and so to genuinely improve the future  destroying history is as fascist as you get,-0.012499999999999997,0.21875
I wonder what these brave souls and their neighbours  and all who fought to defeat Hitler  would make of the behaviour of (possibly) their grand children defacing Churchill’s statue - not because it’s him  but of what he stood for  & what the 🇬🇧 people sacrificed for victory ? pictwittercompsDvcLodBC,0.43333333333333335,1.0
This is a plaque in Dulwich  South London  commemorating the murder of innocent British citizens by a German V2 bomb in 1944 Those murdered and their neighbours followed Churchill  despite the hardships  because the future of the free world depended on victory over Hitler pictwittercom7792qja1A9,0.18,0.325
Even more so than it actually was 🤦🏻‍♂️,0.25,0.3
Lol 😂 so true I was expecting the last 5 mins to become a typical debacle,0.24583333333333332,0.4791666666666667
This is so refreshing thanks Sophie  After the horrendous behaviour by some defacing the statue of Winston Churchill in Parliament Square this should remind us that those criminal hooligans are a minority of the 🇬🇧 people & the quiet majority love 🇬🇧 & respect their greatest PM,0.3,0.6138888888888889
Woeful game  happy melbournefc won  but that last quarter was awful from the Dees https:twittercom3AWNeilMitchellstatus1271727724722180096 …,-0.15,0.6166666666666667
The Health Minister JennyMikakos has tweeted this morning too  perhaps she could do her job and inform Victorians of new Covid cases?I suspect she doesn’t want to answer questions about more illegal protesters & the risk they pose to the community of further spreading the virus,0.03409090909090909,0.48863636363636365
This Minister is pretty active on social media today ( 2 mins ago about footy) - but I’m sure he could disclose new Covid cases ? jodilee_7 https:twittercomMartinPakulaMPstatus1271647098937552896 …,0.1572727272727273,0.602020202020202
A restaurant owner is threatened with a fine for having 1 extra person under stringent Covid rules whilst 10 000 protesters got away with a free for allOnly 3 fines for that illegal gathering It’s just wrong it’s unfair  but what would you expect in Chairman Dan’s Victoria? https:twittercomSebCostello9status1271631094681485312 …,-0.11388888888888889,0.6333333333333333
Police have issued ONLY 3 $1600 fines for last weekend’s illegal protest  Police say no further action will be taken  What a joke  in Chairman Dan’s Victoria the law doesn’t apply equally to everyone  3 fines  9 997 to go  it's only fair pictwittercomJKJLeSWDzD,0.03749999999999999,0.5395833333333333
What a pathetic joke There is no rule of law in Victoria Chairman Dan was more interested in cancelling Mother’s Day  ANZAC Day  and fining a mum teaching her daughter to drive  than 10 000 left wing activists who have possibly started a second wave of the virus 🦠 https:twittercomrwillinghamstatus1271268053691424769 …,-0.041666666666666664,0.5
Because the answer is zero 🤦🏼‍♀️ https:twittercomtonytardiostatus1270909468818108417 …,0.0,0.0
Chairman Dan has Chinese Communist Party operatives working with him without vetting by ASIO & other security servicesDaniel Andrews undermines Australia’s national interest and 🇦🇺 foreign policy Why is the Premier of Victoria so committed to giving propaganda wins to Beijing? https:twittercomtminearstatus1270852203717160961 …,-0.009999999999999998,0.16
These people who believe they are above the Covid laws are a bunch of flogs They should have the book thrown at them by weak Chairman Dan These self indulgent fringe dwellers  particularly the organisers  have endangered the entire community and for that they should be charged,-0.052083333333333336,0.42083333333333334
Self-absorbed activists kill off commonsense - great piece by fergusonjw https:wwwtheaustraliancomaucommentarycoronavirus-black-lives-matter-protestnews-story32a8b87460e32647047b4cc570f2d39f …,0.8,0.75
Those crooks  that broke the Covid laws with their illegal gathering that endangered all of us must be punished Daniel Andrews through his own weakness has potentially enabled the further spread of the virus ensuring restrictions last longer for all decent law abiding citizens https:twittercomtminearstatus1270859203616272385 …,0.04444444444444443,0.6222222222222222
This selfish individual who tested positive for Covid-19 after attending that illegal gathering must be fined by the state govt for putting the community at risk so should thousands of other activists Chairman Dan’s weakness allowing that illegal protest is a complete debacle https:twittercomabcmelbournestatus1270884076107395072 …,-0.18538961038961038,0.5314935064935065
What a stupid comment A former PM and Speaker qualify  from either side of politics  but I believed Bettina Arndt shouldn’t receive an award  so I wrote to the GG in FebThe way Mike Carlton has abused women on twitter -you of all people wouldn’t support his award surely?,-0.09999999999999998,0.6296296296296297
Are you alleging the PM said that people could protest May ?,0.0,0.0
You clearly are completely stupid I did in February https:wwwgooglecomauampsampabcnetauarticle11992082 …,-0.35,0.6916666666666667
What a complete legend 🙏👏👍😇 https:twittercom9NewsMelbstatus1270564936641466368 …,0.1,0.4
 pictwittercomMuBzhkrw56,0.0,0.0
My letter to the Council for the Order of Australia  formally requesting that Mike Carlton’s AM be cancelled because of his long history of verbal abuse towards Jews and women  which has brought disrepute on the Order of Australia SharriMarkson ByClare NicolleFlint pictwittercomxcOWbykhcS,-0.05,0.4
Hey MartinPakulaMP you should  read  remember and reflect on Hawke’s speech Try and get your Supreme Leader to do the same Whatever happened to the old Labor right of Hawke  Keating and some moral fortitude regarding Communists? https:twittercomCanberraInsiderstatus1270147346207084544 …,0.09642857142857142,0.27767857142857144
The Andrews Labor government must reject this crazy idea from YVWater They are not property developers They’re a water authority What YVWater is proposing will expose the taxpayer to significant risk  it’s like the Cain-Kirner era all over again https:twittercomrachelbaxendalestatus1270290457952575490 …,-0.11249999999999999,0.8875
 pictwittercomtelXFOzuu8,0.0,0.0
Life in Daniel Andrews’ Victoria  10 000 people gather to protest outside Parliament House👍- no one is fined or moved on  A few fisherman turn up to Rye Pier 👎very bad Moved away by police   The double standards are infuriating for all decent law abiding Victorians pictwittercombSWSRP64DX,-0.2222222222222222,0.38055555555555554
Tony  take a bow 💯% correct again https:twittercomtonytardiostatus1270180683021836288 …,0.0,0.0
Let the record reflect that this eminent Australian  who ought to know better  is condoning the mass and illegal gatherings that occurred on the weekend that have endangered the entire country I give up trying to understand the logic of people like Ms Rein https:twittercomTherese_Reinstatus1270124409299169281 …,0.0,0.40625
Has anyone been fined yet for illegally gathering on Saturday ?,-0.5,0.5
“Avoiding crowds ” lol 😂 you’ve got to be kidding  you let 10 000 protesters congregate in close proximity on Saturday and yet the police cleared Rye Pier  you lot are a complete farce Maybe apply the law equally to everyone and you will have some credibility,0.125,0.4625
“Let’s keep being careful engaging in physical distancing” lol 😂   Except if you’re protesting with 10 000 others that your government did nothing to stop  The hypocrisy of Labor is breathtaking  Has anyone been fined yet for attending the illegal gathering on Saturday? https:twittercomJennyMikakosstatus1270138148534644736 …,0.26666666666666666,0.6738095238095237
Earlier this year I wrote to the Honours Secretariat asking that Bettina Arndt’s AM be cancelled It’s time for an independent review into the process of how gongs are awarded we need greater transparency as there are too many unworthy fringe dwellers slipping through the cracks,0.18,0.34500000000000003
Great piece from SharriMarkson in today’s dailytelegraph Mike Carlton should not be awarded an Order of Australia His disgusting comments about women and Jews should have ruled him out I will be writing to the Honours Secretariat today asking for his AM to be cancelled pictwittercomDBKhVniOO6,-0.09999999999999998,0.875
You monumental hypocrite  You did nothing to stop a protest of 10 000 on the weekend endangering all decent people who have adhered to your often stupid rules   Don’t lecture us anymore with your glib nonsense  You’ve lost all credibility  no Victorian can take you seriously https:twittercomDanielAndrewsMPstatus1269885617116114944 …,-0.3222222222222222,0.7777777777777777
Looking forward to talking with Bolt_RSS on SkyNewsAust very soon ,0.2,0.3
Congratulations mate,0.0,0.0
Currently queuing up for a coffee with a mate Everyone waiting patiently as names and contact details are collected Decent people adhering to the law  unlike the protesters on the weekend  who did whatever they like  with NO consequences Chairman Dan’s Victoria is a joke pictwittercomG0NsJn6FXm,0.08333333333333333,0.5333333333333333
 pictwittercomivSzA8C1MF,0.0,0.0
No mate  I said it on Friday and Saturday - see below,0.0,0.0
What a self indulgent disgrace He should be fined like everyone else who broke the law on Saturday at that selfish protest https:twittercom3AW693status1269849693518884866 …,-0.5,1.0
Looking forward to talking with DeeDeeDunleavy on 3AW693 after the 1pm news ,0.0,0.0
💯% correct Tony Well said https:twittercomtonytardiostatus1269766204249407489 …,0.0,0.0
Yes I did you idiot,-0.8,0.8
Leak nails itJoshFrydenberg and ScottMorrisonMP defend and uphold Australia’s economic sovereignty   Meanwhile the Labor Premier of Victoria  Chairman Andrews  signs propaganda deals with Communist China undermining Australia’s national interest pictwittercomFZsquZJH5y,0.05,0.15000000000000002
These soldiers helped to save the world from Nazi Germany Thank God for their supreme bravery and sacrifice D-Day  6 June  1944 Lest We Forget pictwittercomXL1CZKtm8S,0.0,0.0
Today is D Day 🇨🇦🇬🇧🇺🇸 forces landed at Normandy and began the push to Berlin to crush Nazi Germany - saving western civilisation Thank God for their sacrifice and bravery Lest We Forget https:twittercomCOLRICHARDKEMPstatus1269185249906511872 …,0.0,0.0
Shocking coverage of today’s illegal protest by 9 and 7 No voice highlighting the utter hypocrisy of the state govt & their covid restrictions Everyone who obeyed the law; closed down their business missed funerals  cancelled weddingsare furious in the suburbs tonight,-0.35111111111111115,0.5777777777777777
Given 0 of these people have been fined will the Covid lockdown now cease for everyone?Can we go to the footy?The govt provoked this protest by making it clear no one will be finedDaniel Andrews owes everyone who has adhered to the rules at great personal sacrifice an apology https:twittercomabcmelbournestatus1269145859733639168 …,0.3,0.4777777777777778
The rule of law officially doesn’t exist in the state of Victoria  However reasonable the cause is  this public gathering is illegal  By not enforcing the Covid rules  the Andrews Labor government is endangering the health of the whole community   What a complete disgrace https:twittercomabcrothersstatus1269118847098871810 …,5.551115123125783e-18,0.39333333333333326
Daniel Andrews Covid laws;  ANZAC Day cancelled  Banned from visiting mum on Mother’s Day  Andrews said “a game of golf isn’t worth a life”  & today 1000’s of people are protesting - totally illegal  no fines for any of them   This isn’t fair It’s just wrong pictwittercomkEovNQlCIe,-0.08000000000000003,0.5599999999999999
For everyone who obeyed the law; closed down their business missed funerals  cancelled weddings you have every right to be furious  In Chairman Dan’s Victoria selfish protesters can do what they like but a restaurant owner with 21 patrons will be fined  It’s just not fair https:twittercomSimoLovestatus1269117595657007105 …,-0.16396825396825396,0.5649206349206349
Looking forward to talking with annelisenews on SkyNewsAust very soon ,0.2,0.3
The Melbourne storm are playing at AAMIPark tonight - what would happen if they threw open the gates for 30 000 fans? This is why the rule of law is so important for our democracy  one rule for all  not just one rule for law abiding citizens and another for protesters,0.2,0.75
No one should be fined by Emperor Dan for any breach of a Covid direction from tomorrow  if the law isn’t enforced on these protesters who will be breaking the law The rule of law will be irretrievably broken in Victoria if these grossly selfish protesters aren’t fined https:twittercomSkyNewsAuststatus1268679009128165381 …,-0.45,0.7
Looking forward to the chat on SkyNewsAust with peterstefanovic  https:twittercompeterstefanovicstatus1268655589439102977 …,0.0,0.0
In 1989 the greatest Labor PM  Bob Hawke  was on the side of the Chinese people and freedom  Watch Hawke’s speech again from 31 years ago regarding the Tiananmen Square massacre   Moving stuff from the old Labor right What has happened to you people ? https:youtube6-zn_yNGdQo ,0.3464285714285714,0.43392857142857144
Not once has Pakula criticised the People’s Republic of China’s leadership for tearing up their treaty obligations regarding the freedom of Hong Kong  noting today is the 31st anniversary of the Tiananmen Square massacre which the CCP denies ever happened,0.0,0.0
The USA is Victoria's largest source of investment  as well as being our second largest two–way trade partner Victoria’s Trade Minister has bagged the US President multiple times in the last monthCompared to the deafening silence re the CCP’s behaviour towards 🇦🇺barley growers https:twittercomMartinPakulaMPstatus1268426634077466624 …,0.0,0.022222222222222223
The Health Minister said we “must not attend funerals  must not open businesses ” and if we do we will be finedThe law is - 20 people only can gather outsideI got pilloried for asking why golf was banned where is the outrage for this hypocrisy for this proposed protest?,0.0,0.75
Watch Bob Hawke's powerful Tiananmen Square speech   31 years after Tiananmen  Daniel Andrews is morally bankrupt   How far has the Labor Party declined with leaders like Chairman Dan ?  I’ve never heard Andrews mention the CCP’s human rights record    https:youtube6-zn_yNGdQo ,0.1,0.5875
This is a test for Daniel Andrews Does the rule of law apply in Victoria? Will the Coronavirus directions  the law in our pandemic state of emergency  apply equally to each and every Victorian ? https:twittercomSimoLovestatus1268326662577381377 …,0.0,0.25
Great 👍 show Love listening to BenFordhamLive on 2GB873 https:twittercomBenFordhamLivestatus1268323118499557376 …,0.65,0.675
The VictorianCHO directions say gatherings of 20 people only outside in Victoria  has this protest been given an exemption?,0.0,0.525
The rule of law will cease to exist in Victoria if the state govt and VictoriaPolice don’t actively discourage citizens from attending this protest Why is there one rule which says you can’t attend funerals businesses closed  compulsory to work from home  but you can protest? https:twittercom3AWNeilMitchellstatus1268301246621839360 …,-0.11666666666666667,0.35
Really looking forward to chatting with BenFordhamLive on 2GB873 very soon ,0.2,0.25
I couldn’t have been any clearer I said no one should be protesting whatever the cause,0.0,0.0
Why can some people protest in Melbourne this weekend ? It’s against the Covid Directions Has the VictorianCHO provided an exemption? I’m not disputing the significance and importance of the cause of this protest  but why isn’t the law being upheld equally to everyone? https:twittercomandrew_lundstatus1267959383746424832 …,0.0,0.25
Just let this sink in  Daniel Andrews says he won't lecture the Chinese Communist Party on their human rights record  But he won’t take orders from the federal government about his BRI agreements   So whose side is Chairman Dan on here ? 🤷‍♂️  https:wwwtheagecomaupoliticsvictoriaandrews-says-he-won-t-lecture-beijing-nor-take-orders-from-canberra-20200602-p54ytdhtml … via theage,0.0,0.05
How many communists work for Chairman Dan ? Labor says Nancy Yang has made a “outstanding contribution” to where - the CCP  the ALP  or both ? https:twittercomrachelbaxendalestatus1267575283424493568 …,0.5,0.6875
You sound like a fruit cake  so very sorry  no,-0.125,0.7
What would you know about running a pub ? Leave it up to publicans ,0.0,0.0
Because funnily enough I don’t like stupid  arbitrary  nonsensical rules  that won’t save anyone from Coronavirus what do you reckon  some questioning of those in power ?,-0.3,0.7000000000000001
On this issue  do you know why we can buy a 🍺 at a pub without food in NSW but not in Victoria ? Is there a serious reason  or is Chairman Dan at it again with his bizarre rules ?,0.033333333333333354,0.6333333333333333
Why can you buy a 🍺 at a pub without food in NSW but not in Victoria ? Seems Chairman Dan is at it again with his bizarre puritanical rules Surely he still can’t say it’s to protect us from ourselves? He really is the most tedious wowser around,0.22000000000000003,0.6377777777777778
Bit hard to eat at Pelligrini’s if you are banned from the CBD like most workers thanks to Chairman Dan https:twittercomaap_photosstatus1267315783635329025 …,0.1361111111111111,0.4138888888888888
Labor’s BRI agreement is not supported by 🇦🇺 diplomats or intelligence community because it’s entirely contrary to 🇦🇺national interests  so we oppose itIf the Coalition wins the next election this dud deal will be torn up My piece in today's australian https:wwwtheaustraliancomaucommentarypremier-andrews-is-in-too-deep-over-belt-and-road-initiative-dealnews-storyd105a7ac7b6fe8c6efcc8f442497d2b0 …,0.075,0.20625
 pictwittercomx0LEfKHjWc,0.0,0.0
 pictwittercom5RE5qxMTK6,0.0,0.0
Better than nothing mate I reckon FOXNRL ratings in Melbourne will be massive tonight,0.25,0.75
It was  good call  I’d completely forgotten about that game,0.1333333333333333,0.4666666666666666
Joe Ofahengaue playing for the brisbanebroncos is the nephew of World Champion flanker Willie Ofahengaue pictwittercomNsP01Ru8cJ,0.0,0.0
